symboling,normalized-losses,make,fuel-type,aspiration,num-of-doors,body-style,drive-wheels,engine-location,wheel-base,length,width,height,curb-weight,engine-type,num-of-cylinders,engine-size,fuel-system,bore,stroke,compression-ratio,horsepower,peak-rpm,city-mpg,highway-mpg,price
1.7434704321932961,0.885253249364007,alfa-romero,gas,std,two,convertible,rwd,front,-1.6907718018201774,-0.42652146835701304,-0.8447823517277104,-2.0204173044647122,-0.014566282137926123,dohc,four,0.0744489251157203,mpfi,0.49271837072834807,-1.8446564003280792,-0.2883489098618655,0.17930630346235954,-0.2703570608095629,-0.6465530277621856,-0.5460587369032711,0.03594751078843455
1.7434704321932961,0.885253249364007,alfa-romero,gas,std,two,convertible,rwd,front,-1.6907718018201774,-0.42652146835701304,-0.8447823517277104,-2.0204173044647122,-0.014566282137926123,dohc,four,0.0744489251157203,mpfi,0.49271837072834807,-1.8446564003280792,-0.2883489098618655,0.17930630346235954,-0.2703570608095629,-0.6465530277621856,-0.5460587369032711,0.4187668126147563
0.13350899705984703,0.885253249364007,alfa-romero,gas,std,two,hatchback,rwd,front,-0.7085958764076113,-0.23151304680543727,-0.19056612143668694,-0.5435274761218468,0.5148819161377617,ohcv,six,0.6040461684467903,mpfi,-2.399479532115273,0.6755233198771902,-0.2883489098618655,1.2656190629267583,-0.2703570608095629,-0.9530116883199847,-0.6916270607851575,0.4187668126147563
0.9384897146265716,0.9703737541105462,audi,gas,std,four,sedan,fwd,front,0.17369775150537034,0.2072559016856128,0.1365419937088248,0.23594215550355344,-0.4207974451785447,ohc,four,-0.43107571624575564,mpfi,-0.5323644302795185,0.4522162560615325,-0.035972825318776304,-0.04806148340228205,0.7773404338210685,-0.18686503692548712,-0.10935376525761202,0.09391183103168793
0.9384897146265716,0.9703737541105462,audi,gas,std,four,sedan,4wd,front,0.1071095531723165,0.2072559016856128,0.23000145517897197,0.23594215550355344,0.5168071823133096,ohc,five,0.21888453693328483,mpfi,-0.5323644302795185,0.4522162560615325,-0.5407249944049548,0.28035865317997805,0.7773404338210685,-1.1062410185988842,-1.273900356312703,0.5397912175182523
0.9384897146265716,0.885253249364007,audi,gas,std,two,sedan,fwd,front,0.17369775150537034,0.26413335797149096,0.18327172444389506,-0.2563544539440664,-0.0935021953353923,ohc,five,0.21888453693328483,mpfi,-0.5323644302795185,0.4522162560615325,-0.41453695213341013,0.15404321603295493,0.7773404338210685,-0.9530116883199847,-0.8371953846670438,0.2595241745838404
0.13350899705984703,0.8001327446174678,audi,gas,std,four,sedan,fwd,front,1.1725207265011992,1.5154373962607788,2.566487991932618,0.8102881998591143,0.5553125058242687,ohc,five,0.21888453693328483,mpfi,-0.5323644302795185,0.4522162560615325,-0.41453695213341013,0.15404321603295493,0.7773404338210685,-0.9530116883199847,-0.8371953846670438,0.5729136862286829
0.13350899705984703,0.885253249364007,audi,gas,std,four,wagon,fwd,front,1.1725207265011992,1.5154373962607788,2.566487991932618,0.8102881998591143,0.7670917851345438,ohc,five,0.21888453693328483,mpfi,-0.5323644302795185,0.4522162560615325,-0.41453695213341013,0.15404321603295493,0.7773404338210685,-0.9530116883199847,-0.8371953846670438,0.7270605598426094
0.13350899705984703,0.8001327446174678,audi,gas,turbo,four,sedan,fwd,front,1.1725207265011992,1.5154373962607788,2.566487991932618,0.8923376347670494,1.021226920306874,ohc,five,0.09852152708531438,mpfi,-0.7520250304954899,0.4522162560615325,-0.4650121690420278,0.9119358389150936,0.7773404338210685,-1.2594703488777836,-1.5650370040764756,1.35829837699716
-0.6714717205068775,0.885253249364007,audi,gas,turbo,two,hatchback,4wd,front,0.12375660275557937,0.3372615160533307,0.9309474162050657,-0.7076263459377201,0.9576931365137914,ohc,five,0.09852152708531438,mpfi,-0.7520250304954899,0.4522162560615325,-0.7931010789480439,1.417197587503186,0.7773404338210685,-1.4126996791566833,-1.273900356312703,0.03645708723013348
0.9384897146265716,1.7648317984115782,bmw,gas,std,two,sedan,rwd,front,0.40675644567106467,0.22350660348157897,-0.5176742365821987,0.23594215550355344,-0.3091320069967633,ohc,four,-0.45514831821534973,mpfi,0.6025486708363329,-1.4618442909298115,-0.3388241267704832,-0.07332457083168667,1.4059589305994473,-0.3400943672043866,-0.2549220891394984,0.409849224885025
-0.6714717205068775,1.7648317984115782,bmw,gas,std,four,sedan,rwd,front,0.40675644567106467,0.22350660348157897,-0.5176742365821987,0.23594215550355344,-0.3091320069967633,ohc,four,-0.45514831821534973,mpfi,0.6025486708363329,-1.4618442909298115,-0.3388241267704832,-0.07332457083168667,1.4059589305994473,-0.3400943672043866,-0.2549220891394984,0.47290930954526766
-0.6714717205068775,1.6513377920828594,bmw,gas,std,two,sedan,rwd,front,0.40675644567106467,0.22350660348157897,-0.5176742365821987,0.23594215550355344,0.29732683830084267,ohc,six,0.8929173920819194,mpfi,-0.0930432298475757,-0.2177049353854377,-0.2883489098618655,0.4319371777564058,-1.84190330275551,-0.6465530277621856,-0.4004904130213847,0.9882184862133114
-0.6714717205068775,1.6513377920828594,bmw,gas,std,four,sedan,rwd,front,0.40675644567106467,0.22350660348157897,-0.5176742365821987,0.23594215550355344,0.4032164779559802,ohc,six,0.8929173920819194,mpfi,-0.0930432298475757,-0.2177049353854377,-0.2883489098618655,0.4319371777564058,-1.84190330275551,-0.6465530277621856,-0.4004904130213847,1.0054166911206504
0.13350899705984703,0.885253249364007,bmw,gas,std,four,sedan,rwd,front,0.7896385860861319,1.214799413035431,0.46365010885433655,0.8102881998591143,0.9615436688648873,ohc,six,0.8929173920819194,mpfi,-0.0930432298475757,-0.2177049353854377,-0.2883489098618655,0.4319371777564058,-1.84190330275551,-0.7997823580410852,-0.8371953846670438,1.4462003131902255
-0.6714717205068775,0.885253249364007,bmw,gas,std,four,sedan,rwd,front,0.7896385860861319,1.214799413035431,0.46365010885433655,0.8102881998591143,1.2984652495857796,ohc,six,1.9761844807136535,mpfi,1.0418698712682757,0.42031524694501077,-0.5407249944049548,1.9729855109500876,0.5678009348949422,-1.4126996791566833,-1.273900356312703,2.2354068272714445
-0.6714717205068775,0.885253249364007,bmw,gas,std,two,sedan,rwd,front,0.7896385860861319,1.604816256138587,0.9309474162050657,-0.010206149220255032,1.587255175917973,ohc,six,1.9761844807136535,mpfi,1.0418698712682757,0.42031524694501077,-0.5407249944049548,1.9729855109500876,0.5678009348949422,-1.4126996791566833,-1.273900356312703,3.580051662804498
-0.6714717205068775,0.885253249364007,bmw,gas,std,four,sedan,rwd,front,1.87169680899828,1.864827484874023,2.332839338257253,1.0564365045829227,1.8279134478614674,ohc,six,1.9761844807136535,mpfi,1.0418698712682757,0.42031524694501077,-0.5407249944049548,1.9729855109500876,0.5678009348949422,-1.5659290094355827,-1.5650370040764756,3.0150587830708084
0.9384897146265716,-0.24968681392318187,chevrolet,gas,std,two,hatchback,fwd,front,-1.724065900986703,-2.677243667098139,-2.62051211966048,-0.21532973649009735,-2.055348428218759,l,three,-1.586560610786272,2bbl,-1.5574472312873835,-0.7281210812497965,-0.16216086759032092,-1.4122682045901316,-0.06081756188343661,3.3374095594892017,3.238717684025774,-1.0270289465955351
0.13350899705984703,-0.9022773503133155,chevrolet,gas,std,two,hatchback,fwd,front,-0.7085958764076113,-1.4746917341967432,-1.0784310054030717,-0.7076263459377201,-1.3121956844572482,ohc,four,-0.8884551536680434,2bbl,-1.1181260308554422,-0.47291300831761707,-0.13692325913601208,-0.8564802811432299,0.5678009348949422,1.958345586979106,1.7830344452069105,-0.8812900842696408
-0.6714717205068775,-1.3846268772103707,chevrolet,gas,std,four,sedan,fwd,front,-0.7085958764076113,-1.239056558155253,-1.0784310054030717,-0.7076263459377201,-1.2448113683130697,ohc,four,-0.8884551536680434,2bbl,-1.1181260308554422,-0.47291300831761707,-0.13692325913601208,-0.8564802811432299,0.5678009348949422,1.958345586979106,1.7830344452069105,-0.8456197333507157
0.13350899705984703,-0.334807318669721,dodge,gas,std,two,hatchback,fwd,front,-0.8417722730737214,-1.360936821624989,-0.9849715439329279,-1.1999229553853428,-1.3083451521061522,ohc,four,-0.8884551536680434,2bbl,-1.337786631071412,-0.09010089891934799,-0.1848747151991989,-0.9070064560020392,0.7773404338210685,1.8051162567002066,1.4918977974431378,-0.9733960261067226
0.13350899705984703,-0.334807318669721,dodge,gas,std,two,hatchback,fwd,front,-0.8417722730737214,-1.360936821624989,-0.9849715439329279,-1.1999229553853428,-1.3083451521061522,ohc,four,-0.8884551536680434,2bbl,-1.337786631071412,-0.09010089891934799,-0.18739847604462975,-0.9070064560020392,0.7773404338210685,0.8857402750268095,1.0551928257974788,-0.8708437672148127
0.13350899705984703,-0.334807318669721,dodge,gas,turbo,two,hatchback,fwd,front,-0.8417722730737214,-1.360936821624989,-0.9849715439329279,-1.1999229553853428,-0.8231780758680675,ohc,four,-0.6958743379112906,mpfi,-1.1181260308554422,0.42031524694501077,-0.6416754282221906,-0.04806148340228205,0.7773404338210685,-0.18686503692548712,-0.10935376525761202,-0.6695610727437351
0.13350899705984703,0.5163977287956706,dodge,gas,std,four,hatchback,fwd,front,-0.8417722730737214,-1.360936821624989,-0.9849715439329279,-1.281972390293278,-1.1331459301312883,ohc,four,-0.8884551536680434,2bbl,-1.337786631071412,-0.09010089891934799,-0.18739847604462975,-0.9070064560020392,0.7773404338210685,0.8857402750268095,1.0551928257974788,-0.8896980955576732
0.13350899705984703,0.5163977287956706,dodge,gas,std,four,sedan,fwd,front,-0.8417722730737214,-1.360936821624989,-0.9849715439329279,-1.281972390293278,-1.0907900742692331,ohc,four,-0.8884551536680434,2bbl,-1.337786631071412,-0.09010089891934799,-0.18739847604462975,-0.9070064560020392,0.7773404338210685,0.8857402750268095,1.0551928257974788,-0.8307146224310219
0.13350899705984703,0.5163977287956706,dodge,gas,std,four,sedan,fwd,front,-0.8417722730737214,-1.360936821624989,-0.9849715439329279,-1.281972390293278,-1.0907900742692331,ohc,four,-0.8884551536680434,2bbl,-1.337786631071412,-0.09010089891934799,-0.18739847604462975,-0.9070064560020392,0.7773404338210685,0.8857402750268095,1.0551928257974788,-0.713894223171542
0.13350899705984703,0.5163977287956706,dodge,gas,turbo,four,sedan,fwd,front,-0.8417722730737214,-1.360936821624989,-0.9849715439329279,-1.281972390293278,-0.7018863068085462,ohc,four,-0.6958743379112906,mpfi,-1.1181260308554422,0.42031524694501077,-0.6416754282221906,-0.04806148340228205,0.7773404338210685,-0.18686503692548712,-0.10935376525761202,-0.5929972123784707
